Welcome to kof Version Alpha 1
CGame:Init SDL system
Add state 2100, VarsetII
Add state 2100, 2nd
Add state 2100, End
AddStateDef 2120
Add state 2120, Voice
Parser error:in file chars/Iori/iorib.cns at line 372:token:channel error:ParsePlaySnd param is not deal!
Parser error:in file chars/Iori/iorib.cns at line 373:token:volume error:ParsePlaySnd param is not deal!
Add state 2120, FX
Add state 2120, NOJUGGLE
Add state 2120, Hit
Parser error:in file chars/Iori/iorib.cns at line 423:token:p2getp1stateno error:ParseHitDef param is not deal!
Add state 2120, Velset1
Add state 2120, Velset2
Add state 2120, Velset3
Add state 2120, Velset6
Add state 2120, posadd1
Add state 2120, posadd2
Add state 2120, VarsetI
Add state 2120, VarsetII
Add state 2120, 2nd
Add state 2120, 5
AddStateDef 2140
Add state 2140, Voice
Parser error:in file chars/Iori/iorib.cns at line 508:token:channel error:ParsePlaySnd param is not deal!
Parser error:in file chars/Iori/iorib.cns at line 509:token:volume error:ParsePlaySnd param is not deal!
Add state 2140, Jump
AddStateDef 2150
Add state 2150, FX
Add state 2150, Hit
Parser error:in file chars/Iori/iorib.cns at line 544:token:ground.animtype error:ParseHitDef param is not deal!
Parser error:in file chars/Iori/iorib.cns at line 567:token:p2getp1stateno error:ParseHitDef param is not deal!
Add state 2150, Hit2
Parser error:in file chars/Iori/iorib.cns at line 584:token:ground.animtype error:ParseHitDef param is not deal!
Parser error:in file chars/Iori/iorib.cns at line 607:token:p2getp1stateno error:ParseHitDef param is not deal!
Add state 2150, gravity
Add state 2150, Jump
AddStateDef 2170
Add state 2170, 1
Add state 2170, 2
Add state 2170, 3
AddStateDef 2200
Add state 2200, Voice
Parser error:in file chars/Iori/iorib.cns at line 663:token:channel error:ParsePlaySnd param is not deal!
Parser error:in file chars/Iori/iorib.cns at line 664:token:volume error:ParsePlaySnd param is not deal!
Add state 2200, FX
Add state 2200, Hit
Add state 2200, Velset1
Add state 2200, Velset2
Add state 2200, Velset3
Add state 2200, Velset4
Add state 2200, Velset5
Add state 2200, Velset6
Add state 2200, Velset7
Add state 2200, VarsetI
Add state 2200, VarsetII
Add state 2200, 2nd
Add state 2200, End
AddStateDef 2220
Add state 2220, Voice
Parser error:in file chars/Iori/iorib.cns at line 796:token:channel error:ParsePlaySnd param is not deal!
Parser error:in file chars/Iori/iorib.cns at line 797:token:volume error:ParsePlaySnd param is not deal!
Add state 2220, FX
Add state 2220, NOJUGGLE
Add state 2220, Hit
Parser error:in file chars/Iori/iorib.cns at line 847:token:p2getp1stateno error:ParseHitDef param is not deal!
Add state 2220, Velset1
Add state 2220, Velset2
Add state 2220, Velset3
Add state 2220, Velset4
Add state 2220, Velset5
Add state 2220, Velset6
Add state 2220, Velset7
Add state 2220, posadd1
Add state 2220, posadd2
Add state 2220, VarsetI
Add state 2220, VarsetII
Add state 2220, 2nd
Add state 2220, 5
AddStateDef 2240
Add state 2240, Voice
Parser error:in file chars/Iori/iorib.cns at line 947:token:channel error:ParsePlaySnd param is not deal!
Parser error:in file chars/Iori/iorib.cns at line 948:token:volume error:ParsePlaySnd param is not deal!
Add state 2240, Jump
AddStateDef 2250
Add state 2250, FX
Add state 2250, Hit
Parser error:in file chars/Iori/iorib.cns at line 983:token:ground.animtype error:ParseHitDef param is not deal!
Parser error:in file chars/Iori/iorib.cns at line 1006:token:p2getp1stateno error:ParseHitDef param is not deal!
Add state 2250, Hit2
Parser error:in file chars/Iori/iorib.cns at line 1023:token:ground.animtype error:ParseHitDef param is not deal!
Parser error:in file chars/Iori/iorib.cns at line 1046:token:p2getp1stateno error:ParseHitDef param is not deal!
Add state 2250, gravity
Add state 2250, Jump
AddStateDef 2270
Add state 2270, 1
Add state 2270, 2
Add state 2270, 3
AddStateDef 2300
Add state 2300, NHB
Add state 2300, snd1
Parser error:in file chars/Iori/iorib.cns at line 1107:token:channel error:ParsePlaySnd param is not deal!
Parser error:in file chars/Iori/iorib.cns at line 1108:token:volume error:ParsePlaySnd param is not deal!
Add state 2300, COUNTER
Add state 2300, HITDEF
Add state 2300, Burn
Add state 2300, Posadd
Add state 2300, Posadd
Add state 2300, Width
Add state 2300, end
AddStateDef 2305
Add state 2305, Fxsnd
Add state 2305, COUNTER
Add state 2305, Width
Add state 2305, Posadd
Add state 2305, Posadd
Add state 2305, 
Add state 2305, FlameA
Add state 2305, FlameB
Add state 2305, end
Add state 2305, end2
Add state 2305, Burn
Add state 2305, end
AddStateDef 2310
Add state 2310, 1
Add state 2310, 3
AddStateDef 2350
Add state 2300, NHB
Add state 2350, snd1
Parser error:in file chars/Iori/iorib.cns at line 1358:token:channel error:ParsePlaySnd param is not deal!
Parser error:in file chars/Iori/iorib.cns at line 1359:token:volume error:ParsePlaySnd param is not deal!
Add state 2350, COUNTER
Add state 2350, Width
Add state 2350, Posadd
Add state 2350, Posadd
Add state 2350, HITDEF
Add state 2350, HITDEF2
Add state 2350, Burn
Add state 2350, Burn
Add state 2350, end
AddStateDef 2355
Add state 2355, COUNTER
Add state 2355, Fxsnd
Add state 2355, COUNTER
Add state 2355, Width
Add state 2355, Posadd
Add state 2355, Posadd
Add state 2355, 
Add state 2355, FlameA
Add state 2355, FlameB
Add state 2355, end
Add state 2355, end2
Add state 2355, Burn
Add state 2355, end
AddStateDef 2360
Add state 2360, 1
Add state 2360, 2
Add state 2360, 3
AddStateDef 2400
Add state 2400, NHB
Add state 2400, HitDef
Parser error:in file chars/Iori/iorib.cns at line 1681:token:Heavy error:ParseHitDef param is not deal!
Parser error:in file chars/Iori/iorib.cns at line 1684:token:, error:ParseHitDef param is not deal!
Parser error:in file chars/Iori/iorib.cns at line 1685:token:poweradd error:ParseHitDef param is not deal!
Parser error:in file chars/Iori/iorib.cns at line 1688:token:p2getp1stateno error:ParseHitDef param is not deal!
Parser error:in file chars/Iori/iorib.cns at line 1696:token:Low error:ParseHitDef param is not deal!
Add state 2400, Posadd
Add state 2400, End
AddStateDef 2410
Add state 2410, Facing
Add state 2410, Spr
Add state 2410, Bind1
Add state 2410, Bind2
Add state 2410, Bind3
Add state 2410, Bind4
Add state 2410, Bind5
Add state 2410, Bind6
Add state 2410, Bind7
Add state 2410, Bind8
Add state 2410, Turn
Add state 2410, Grabexplod
Add state 2410, Grab
Parser error:in file chars/Iori/iorib.cns at line 1803:token:volume error:ParsePlaySnd param is not deal!
Add state 2410, Voice
Parser error:in file chars/Iori/iorib.cns at line 1810:token:volume error:ParsePlaySnd param is not deal!
Parser error:in file chars/Iori/iorib.cns at line 1811:token:channel error:ParsePlaySnd param is not deal!
Add state 2410, Fxsnd
Parser error:in file chars/Iori/iorib.cns at line 1817:token:volume error:ParsePlaySnd param is not deal!
Add state 2410, Width
Add state 2410, Var
Add state 2410, Var2
Add state 2410, Var3
Add state 2410, End
Add state 2410, End
AddStateDef 2420
Add state 2420, 1
Add state 2420, 1
Add state 2420, 2
Add state 2410, Bind8
Add state 2410, Bind8
Add state 2420, liftoff
AddStateDef 2500
Add state 2500, Voice
Parser error:in file chars/Iori/iorib.cns at line 1916:token:volume error:ParsePlaySnd param is not deal!
Parser error:in file chars/Iori/iorib.cns at line 1917:token:channel error:ParsePlaySnd param is not deal!
Add state 2500, runsnd
Parser error:in file chars/Iori/iorib.cns at line 1924:token:channel error:ParsePlaySnd param is not deal!
Parser error:in file chars/Iori/iorib.cns at line 1925:token:volume error:ParsePlaySnd param is not deal!
Parser error:in file chars/Iori/iorib.cns at line 1926:token:loop error:ParsePlaySnd param is not deal!
Add state 2500, 1
Add state 2500, End
Add state 2500, End
AddStateDef 2550
Add state 2550, Voice
Parser error:in file chars/Iori/iorib.cns at line 1962:token:volume error:ParsePlaySnd param is not deal!
Parser error:in file chars/Iori/iorib.cns at line 1963:token:channel error:ParsePlaySnd param is not deal!
Add state 2550, runsnd
Parser error:in file chars/Iori/iorib.cns at line 1970:token:channel error:ParsePlaySnd param is not deal!
Parser error:in file chars/Iori/iorib.cns at line 1971:token:volume error:ParsePlaySnd param is not deal!
Parser error:in file chars/Iori/iorib.cns at line 1972:token:loop error:ParsePlaySnd param is not deal!
Add state 2550, 1
Add state 2550, End
Add state 2550, End
AddStateDef 2505
Add state 2505, End
AddStateDef 2510
Add state 2350, COUNTER
Add state 2530, Width
Add state 2510, 1
Add state 2510, 1
Add state 2510, Hit
Add state 2510, End
Add state 2510, End
AddStateDef 2520
Add state 2520, Hit
Parser error:in file chars/Iori/iorib.cns at line 2130:token:p2getp1stateno error:ParseHitDef param is not deal!
Add state 2520, posadd
Add state 2520, End
AddStateDef 2530
Add state 2530, Bind1
Add state 2530, Bind1
Add state 2530, Bind2
Add state 2530, Bind3
Add state 2530, Fxsnd
Parser error:in file chars/Iori/iorib.cns at line 2186:token:volume error:ParsePlaySnd param is not deal!
Add state 2530, Width
Add state 2530, GrndEX1
Add state 2530, GrndEX2
Add state 2530, posadd
Add state 2530, Voice
Parser error:in file chars/Iori/iorib.cns at line 2228:token:volume error:ParsePlaySnd param is not deal!
Parser error:in file chars/Iori/iorib.cns at line 2229:token:channel error:ParsePlaySnd param is not deal!
Add state 2530, hitgrnd
Parser error:in file chars/Iori/iorib.cns at line 2235:token:volume error:ParsePlaySnd param is not deal!
Add state 2530, boom
Parser error:in file chars/Iori/iorib.cns at line 2241:token:volume error:ParsePlaySnd param is not deal!
Add state 2530, Damage
Add state 2530, EnvShake
Add state 2530, Burn
Add state 2530, Burn
Parser error:in file chars/Iori/iorib.cns at line 2265:token:0 error:Missing )
Add state 2530, Burn
Parser error:in file chars/Iori/iorib.cns at line 2283:token:0 error:Missing )
Add state 2530, End
AddStateDef 2540
Add state 2540, 1
Add state 2540, 2
Add state 2540, Bind8
Add state 2540, Bind8
Add state 2540, 1
Add state 2540, Flash
Add state 2540, liftoff
AddStateDef 2545
Add state 2545, 1
Add state 2545, 1
Add state 2545, VEl
Add state 2545, 4
Add state 2545, 4
Add state 2545, 5
Add state 2545, 6
AddStateDef 2600
Add state 2600, posadd1
Add state 2600, snd
Parser error:in file chars/Iori/iorib.cns at line 2429:token:channel error:ParsePlaySnd param is not deal!
Parser error:in file chars/Iori/iorib.cns at line 2430:token:volume error:ParsePlaySnd param is not deal!
Add state 2600, liftoff
AddStateDef 2610
Add state 2610, Vel1
Add state 2610, yaccel
Add state 2610, yaccel
Add state 2610, Velocity
Add state 2610, yaccel
Add state 2610, liftoff
AddStateDef 2620
Add state 2620, 1
Add state 2620, 2
Add state 2620, posadd1
Add state 2620, posadd2
Add state 2620, Flame
Add state 2620, HITDEF
Add state 2620, Burn
Add state 2620, COUNTER
Add state 2620, Fxsnd
Add state 2620, 3
AddStateDef 2650
Add state 2650, posadd1
Add state 2650, snd
Parser error:in file chars/Iori/iorib.cns at line 2618:token:channel error:ParsePlaySnd param is not deal!
Parser error:in file chars/Iori/iorib.cns at line 2619:token:volume error:ParsePlaySnd param is not deal!
Add state 2650, liftoff
AddStateDef 2660
Add state 2660, Vel1
Add state 2660, yaccel
Add state 2660, yaccel
Add state 2660, Velocity
Add state 2660, liftoff
AddStateDef 2670
Add state 2670, 1
Add state 2670, 2
Add state 2670, posadd1
Add state 2670, posadd2
Add state 2670, Flame
Add state 2670, HITDEF
Add state 2670, Burn
Add state 2670, COUNTER
Add state 2670, Fxsnd
Add state 2670, 3
ParseStateFile strFileName chars/Iori/ioric.cns 
AddStateDef 1004
Add state 1004, 1
Add state 1004, 2
Add state 1004, 3
Add state 1004, 4
Add state 1004, 5
Add state 1004, FFB
Parser error:in file chars/Iori/ioric.cns at line 49:token:waveform error:ParseNormalAction param is not deal!
Add state 1004, FFB
Parser error:in file chars/Iori/ioric.cns at line 57:token:waveform error:ParseNormalAction param is not deal!
Parser error:in file chars/Iori/ioric.cns at line 58:token:ampl error:ParseNormalAction param is not deal!
Add state 1004, FFB
Parser error:in file chars/Iori/ioric.cns at line 68:token:waveform error:ParseNormalAction param is not deal!
Parser error:in file chars/Iori/ioric.cns at line 69:token:ampl error:ParseNormalAction param is not deal!
AddStateDef 1008
Add state 1008, Anim
Add state 1008, 1
Add state 1008, 2
Add state 1008, 4
Add state 1008, 5
AddStateDef 1005
Add state 1005, 1
Add state 1005, 2
Add state 1005, 4
AddStateDef 1006
Add state 1006, 1
Add state 1006, 2
Add state 1006, 3
Add state 1006, 4
Add state 1006, 0fall
Add state 1006, 6
AddStateDef 1007
Add state 1007, 1
Add state 1007, 2
Add state 1007, 3
Add state 1007, 4
Add state 1007, 5
Add state 1007, FFB
Parser error:in file chars/Iori/ioric.cns at line 234:token:waveform error:ParseNormalAction param is not deal!
Add state 1007, FFB
Parser error:in file chars/Iori/ioric.cns at line 242:token:waveform error:ParseNormalAction param is not deal!
Parser error:in file chars/Iori/ioric.cns at line 243:token:ampl error:ParseNormalAction param is not deal!
Add state 1007, FFB
Parser error:in file chars/Iori/ioric.cns at line 253:token:waveform error:ParseNormalAction param is not deal!
Parser error:in file chars/Iori/ioric.cns at line 254:token:ampl error:ParseNormalAction param is not deal!
AddStateDef 1009
Add state 1006, 0fall
Add state 1008, 1
Add state 1008, 2
Add state 1008, 4
Add state 1008, 5
AddStateDef 1103
Add state 5000, 1
Add state 5000, 3
Add state 5000, 5
Add state 5000, FFB
Parser error:in file chars/Iori/ioric.cns at line 328:token:waveform error:ParseNormalAction param is not deal!
Parser error:in file chars/Iori/ioric.cns at line 329:token:ampl error:ParseNormalAction param is not deal!
AddStateDef 1104
Add state 1104, Envshake
Add state 1104, posadd
Add state 1104, 1
Add state 1104, EnvShake
Add state 1104, Var
Add state 1104, 2
Add state 1104, 2
Add state 1104, 2
Add state 1104, 4
Add state 1104, 6
Add state 1104, 8
Parser error:in file chars/Iori/ioric.cns at line 403:token:pos error:ParseNormalAction param is not deal!
Parser error:in file chars/Iori/ioric.cns at line 404:token:under error:ParseNormalAction param is not deal!
Add state 1104, 9
Add state 1104, 10
Parser error:in file chars/Iori/ioric.cns at line 414:token:sysvar error:ParsePlaySnd param is not deal!
Add state 1104, 12
Add state 1104, 13
Parser error:in file chars/Iori/ioric.cns at line 424:token:waveform error:ParseNormalAction param is not deal!
Parser error:in file chars/Iori/ioric.cns at line 425:token:ampl error:ParseNormalAction param is not deal!
AddStateDef 1110
Add state 1110, 3
Add state 1110, 4
Add state 1110, 5
AddStateDef 1111
Add state 1111, 1
Add state 1111, 3
Add state 1110, 4
Add state 1111, 6
AddStateDef 1112
Add state 1112, posset
Add state 1112, 1
Add state 1112, EnvShake
Add state 1112, Var
Add state 1112, 2
Add state 1112, 4
Add state 1112, 5
Add state 1112, 6
Add state 1112, 8
Parser error:in file chars/Iori/ioric.cns at line 541:token:pos error:ParseNormalAction param is not deal!
Parser error:in file chars/Iori/ioric.cns at line 542:token:under error:ParseNormalAction param is not deal!
Add state 1112, 9
Add state 1112, 10
Parser error:in file chars/Iori/ioric.cns at line 552:token:sysvar error:ParsePlaySnd param is not deal!
Add state 1112, 11
Add state 1112, 12
Add state 1112, 13
Parser error:in file chars/Iori/ioric.cns at line 566:token:waveform error:ParseNormalAction param is not deal!
Parser error:in file chars/Iori/ioric.cns at line 567:token:amxl error:ParseNormalAction param is not deal!
Add state 1112, EnvShake
AddStateDef 1113
Add state 1113, 1
Add state 1113, 3
Add state 1113, posset
Add state 1113, 5
Add state 1113, 6
AddStateDef 3300
Add state 3300, Anim
Add state 3300, State
AddStateDef 3305
Add state 3305, Velocity
Add state 3305, Gravity
Add state 3305, No
Parser error:in file chars/Iori/ioric.cns at line 660:token:movecamera error:ParseNormalAction param is not deal!
Add state 3305, Hit
Add state 3305, Hit
AddStateDef 3310
Add state 3310, Turn
Add state 3310, Pos
Add state 3310, Stop
Add state 3310, No
Parser error:in file chars/Iori/ioric.cns at line 701:token:movecamera error:ParseNormalAction param is not deal!
Add state 3310, Spark
Add state 3310, Anim
Add state 3310, Sound
Add state 3310, State
AddStateDef 3315
Add state 3315, Vel
Add state 3315, Vel
Add state 3315, Vel
Add state 3315, Turn
Add state 3315, Gravity
Add state 3315, Anim
Add state 3315, Anim
Add state 3315, Anim
Add state 3315, Anim
Add state 3315, Hit
AddStateDef 3317
Add state 3317, 2
Add state 3317, 4
Add state 3317, 6
Add state 3317, 6
Add state 3317, FFB
Parser error:in file chars/Iori/ioric.cns at line 831:token:waveform error:ParseNormalAction param is not deal!
Add state 3317, FFB
Parser error:in file chars/Iori/ioric.cns at line 839:token:waveform error:ParseNormalAction param is not deal!
Parser error:in file chars/Iori/ioric.cns at line 840:token:ampl error:ParseNormalAction param is not deal!
Add state 3317, FFB
Parser error:in file chars/Iori/ioric.cns at line 849:token:waveform error:ParseNormalAction param is not deal!
Parser error:in file chars/Iori/ioric.cns at line 850:token:ampl error:ParseNormalAction param is not deal!
AddStateDef 3318
Add state 3318, 1
Add state 3318, 2
Add state 3318, 3
Add state 3318, 4
Add state 3318, 5
Add state 3318, 6
AddStateDef 3320
Add state 3320, 1
Add state 3320, 2
Add state 3320, 3
Add state 3320, 4
Add state 3320, 6
Add state 3320, 6
Add state 3320, FFB
Parser error:in file chars/Iori/ioric.cns at line 943:token:waveform error:ParseNormalAction param is not deal!
Add state 3320, FFB
Parser error:in file chars/Iori/ioric.cns at line 951:token:waveform error:ParseNormalAction param is not deal!
Parser error:in file chars/Iori/ioric.cns at line 952:token:ampl error:ParseNormalAction param is not deal!
Add state 3320, FFB
Parser error:in file chars/Iori/ioric.cns at line 961:token:waveform error:ParseNormalAction param is not deal!
Parser error:in file chars/Iori/ioric.cns at line 962:token:ampl error:ParseNormalAction param is not deal!
AddStateDef 3325
Add state 3325, 1
Add state 3325, 1
Add state 3325, 2
Add state 3325, 3
Add state 3325, 4
Add state 3325, 5
Add state 3325, 6
AddStateDef 3330
Add state 3330, 1
Add state 3330, 1
Add state 3330, 2
Add state 3330, Bind8
Add state 3330, Bind8
Add state 3330, liftoff
ParseStateFile strFileName chars/Iori/iorid.cns 
AddStateDef 3000
Add state 3000, PowerAdd
Add state 3000, PALFX
Add state 3000, NoJuggle
Add state 3000, env
Add state 3000, SparkSound
Parser error:in file chars/Iori/iorid.cns at line 54:token:channel error:ParsePlaySnd param is not deal!
Add state 3000, Voice
Parser error:in file chars/Iori/iorid.cns at line 60:token:volume error:ParsePlaySnd param is not deal!
Parser error:in file chars/Iori/iorid.cns at line 61:token:channel error:ParsePlaySnd param is not deal!
Add state 3000, Super
Parser error:in file chars/Iori/iorid.cns at line 66:token:movetime error:ParseSuperPause param is not deal!
Add state 3000, Explod1
Add state 3000, Explod2
Add state 3000, NOTHITBY
Add state 3000, 5
AddStateDef 3010
Add state 3010, End
Add state 3010, SUPERCANCEL
Add state 3010, runsnd
Parser error:in file chars/Iori/iorid.cns at line 139:token:channel error:ParsePlaySnd param is not deal!
Parser error:in file chars/Iori/iorid.cns at line 140:token:volume error:ParsePlaySnd param is not deal!
Parser error:in file chars/Iori/iorid.cns at line 141:token:loop error:ParsePlaySnd param is not deal!
Add state 3010, 1
Add state 3010, AfterImage
Add state 3010, Hit
Parser error:in file chars/Iori/iorid.cns at line 192:token:p2getp1stateno error:ParseHitDef param is not deal!
Add state 3010, End
Add state 3010, End
AddStateDef 3100
Add state 3100, PowerAdd
Add state 3100, PALFX
Add state 3000, NoJuggle
Add state 3100, env
Add state 3100, SparkSound
Parser error:in file chars/Iori/iorid.cns at line 259:token:channel error:ParsePlaySnd param is not deal!
Add state 2100, Voice
Parser error:in file chars/Iori/iorid.cns at line 265:token:volume error:ParsePlaySnd param is not deal!
Parser error:in file chars/Iori/iorid.cns at line 266:token:channel error:ParsePlaySnd param is not deal!
Add state 3100, Super
Parser error:in file chars/Iori/iorid.cns at line 271:token:movetime error:ParseSuperPause param is not deal!
Add state 3100, Explod1
Add state 3100, Explod2
Add state 3100, NOTHITBY
Add state 3100, 5
AddStateDef 3110
Add state 3110, SUPERCANCEL
Add state 3110, runsnd
Parser error:in file chars/Iori/iorid.cns at line 339:token:channel error:ParsePlaySnd param is not deal!
Parser error:in file chars/Iori/iorid.cns at line 340:token:volume error:ParsePlaySnd param is not deal!
Parser error:in file chars/Iori/iorid.cns at line 341:token:loop error:ParsePlaySnd param is not deal!
Add state 3110, 1
Add state 3110, AfterImage
Add state 3110, Hit
Parser error:in file chars/Iori/iorid.cns at line 392:token:p2getp1stateno error:ParseHitDef param is not deal!
Add state 3110, End
Add state 3110, End
Add state 3110, End
AddStateDef 3020
Add state 3020, AfterImage
Add state 3020, 1
Add state 3020, End
AddStateDef 3030
Add state 3030, Var
Add state 3030, AfterImage
Add state 3030, Width
Add state 3030, Hit1
Parser error:in file chars/Iori/iorid.cns at line 495:token:p2getp1stateno error:ParseHitDef param is not deal!
Add state 3030, Hit2
Parser error:in file chars/Iori/iorid.cns at line 529:token:p2getp1stateno error:ParseHitDef param is not deal!
Add state 3030, Hit3
Parser error:in file chars/Iori/iorid.cns at line 563:token:p2getp1stateno error:ParseHitDef param is not deal!
Add state 3030, Hit4
Parser error:in file chars/Iori/iorid.cns at line 597:token:p2getp1stateno error:ParseHitDef param is not deal!
Add state 3030, Hit5
Parser error:in file chars/Iori/iorid.cns at line 631:token:p2getp1stateno error:ParseHitDef param is not deal!
Add state 3030, Hit6
Parser error:in file chars/Iori/iorid.cns at line 665:token:p2getp1stateno error:ParseHitDef param is not deal!
Add state 3030, Hit7
Parser error:in file chars/Iori/iorid.cns at line 699:token:p2getp1stateno error:ParseHitDef param is not deal!
Add state 3030, Blo0d
Add state 3030, voice
Parser error:in file chars/Iori/iorid.cns at line 720:token:volume error:ParsePlaySnd param is not deal!
Add state 3030, End
AddStateDef 3035
Add state 3035, Bind1
Add state 3035, Hit
Parser error:in file chars/Iori/iorid.cns at line 778:token:p2getp1stateno error:ParseHitDef param is not deal!
Add state 3035, Grabexplod
Add state 3035, Grab
Parser error:in file chars/Iori/iorid.cns at line 795:token:volume error:ParsePlaySnd param is not deal!
Add state 3035, TargetLifeADD
Add state 3035, EnvShake
Add state 2530, Burn
Add state 3035, Burn
Parser error:in file chars/Iori/iorid.cns at line 820:token:0 error:Missing )
Add state 3035, Burn
Parser error:in file chars/Iori/iorid.cns at line 838:token:0 error:Missing )
Add state 3035, boom
Parser error:in file chars/Iori/iorid.cns at line 857:token:volume error:ParsePlaySnd param is not deal!
Add state 3035, Var2
Add state 3035, Var2
Add state 3035, End
Add state 3035, End
Add state 3035, End
AddStateDef 3040
Add state 3040, 1
Add state 3040, 2
Add state 2540, Flash
Add state 3040, liftoff
AddStateDef 3200
Add state 3200, 2KStyleSDM
Parser error:in file chars/Iori/iorid.cns at line 944:token:invertall error:ParseNormalAction param is not deal!
Parser error:in file chars/Iori/iorid.cns at line 946:token:mul error:ParseNormalAction param is not deal!
Add state 3200, env
Add state 3200, SparkSound
Parser error:in file chars/Iori/iorid.cns at line 960:token:channel error:ParsePlaySnd param is not deal!
Add state 3200, Voice
Parser error:in file chars/Iori/iorid.cns at line 966:token:volume error:ParsePlaySnd param is not deal!
Parser error:in file chars/Iori/iorid.cns at line 967:token:channel error:ParsePlaySnd param is not deal!
Add state 3200, Super
Parser error:in file chars/Iori/iorid.cns at line 972:token:movetime error:ParseSuperPause param is not deal!
Add state 3200, Explod1
Add state 3200, Explod2
Add state 3200, NOTHITBY
Add state 3200, Hit1
Parser error:in file chars/Iori/iorid.cns at line 1043:token:p2getp1stateno error:ParseHitDef param is not deal!
Add state 3200, Blo0d
Add state 3200, Burn
Add state 3200, 5
Add state 3200, 5
AddStateDef 3205
Add state 3205, Voice
Parser error:in file chars/Iori/iorid.cns at line 1095:token:volume error:ParsePlaySnd param is not deal!
Parser error:in file chars/Iori/iorid.cns at line 1096:token:channel error:ParsePlaySnd param is not deal!
Add state 3205, 2KStyleSDM
Parser error:in file chars/Iori/iorid.cns at line 1101:token:invertall error:ParseNormalAction param is not deal!
Parser error:in file chars/Iori/iorid.cns at line 1103:token:mul error:ParseNormalAction param is not deal!
Add state 3205, posadd
Add state 3205, Hit1
Parser error:in file chars/Iori/iorid.cns at line 1143:token:p2getp1stateno error:ParseHitDef param is not deal!
Add state 3205, Hit1
Parser error:in file chars/Iori/iorid.cns at line 1178:token:p2getp1stateno error:ParseHitDef param is not deal!
Add state 3205, Hit1
Parser error:in file chars/Iori/iorid.cns at line 1186:token:Hitup error:ParseHitDef param is not deal!
Parser error:in file chars/Iori/iorid.cns at line 1212:token:p2getp1stateno error:ParseHitDef param is not deal!
Add state 3205, Blo0d
Add state 3205, Blo0d
Add state 3205, Burn
Add state 3205, boom
Add state 3205, 5
AddStateDef 3210
Add state 3210, 2KStyleSDM
Parser error:in file chars/Iori/iorid.cns at line 1283:token:invertall error:ParseNormalAction param is not deal!
Parser error:in file chars/Iori/iorid.cns at line 1285:token:mul error:ParseNormalAction param is not deal!
Parser error:in file chars/Iori/iorid.cns at line 1287:token:supermovetime error:ParseNormalAction param is not deal!
Parser error:in file chars/Iori/iorid.cns at line 1288:token:pausemovetime error:ParseNormalAction param is not deal!
Add state 3210, boom
Parser error:in file chars/Iori/iorid.cns at line 1294:token:volume error:ParsePlaySnd param is not deal!
Add state 2000, 4
Parser error:in file chars/Iori/iorid.cns at line 1307:token:ownpal error:ParseHitDef param is not deal!
Parser error:in file chars/Iori/iorid.cns at line 1341:token:p2getp1stateno error:ParseHitDef param is not deal!
Add state 3210, EnvShake
Add state 3210, 5
AddStateDef 3250
Add state 3250, Flash
Add state 3250, 2
Add state 3250, 4
Add state 3250, 5
Add state 3250, FFB
Parser error:in file chars/Iori/iorid.cns at line 1397:token:waveform error:ParseNormalAction param is not deal!
Add state 3250, FFB
Parser error:in file chars/Iori/iorid.cns at line 1405:token:waveform error:ParseNormalAction param is not deal!
Parser error:in file chars/Iori/iorid.cns at line 1406:token:ampl error:ParseNormalAction param is not deal!
Add state 3250, FFB
Parser error:in file chars/Iori/iorid.cns at line 1416:token:waveform error:ParseNormalAction param is not deal!
Parser error:in file chars/Iori/iorid.cns at line 1417:token:ampl error:ParseNormalAction param is not deal!
AddStateDef 3252
Add state 3252, 2
Add state 3252, 5
AddStateDef 3260
Add state 3260, 2
Add state 3260, 4
Add state 3260, 5
Add state 3260, FFB
Parser error:in file chars/Iori/iorid.cns at line 1468:token:waveform error:ParseNormalAction param is not deal!
Add state 3260, FFB
Parser error:in file chars/Iori/iorid.cns at line 1476:token:waveform error:ParseNormalAction param is not deal!
Parser error:in file chars/Iori/iorid.cns at line 1477:token:ampl error:ParseNormalAction param is not deal!
Add state 3260, FFB
Parser error:in file chars/Iori/iorid.cns at line 1487:token:waveform error:ParseNormalAction param is not deal!
Parser error:in file chars/Iori/iorid.cns at line 1488:token:ampl error:ParseNormalAction param is not deal!
AddStateDef 3262
Add state 3262, 1
Add state 3262, 2
Add state 3262, 3
Add state 3262, 4
Add state 3262, 5
AddStateDef 3270
Add state 3270, 2
Add state 3270, 4
Add state 3270, 5
Add state 3270, FFB
Parser error:in file chars/Iori/iorid.cns at line 1563:token:waveform error:ParseNormalAction param is not deal!
Add state 3270, FFB
Parser error:in file chars/Iori/iorid.cns at line 1571:token:waveform error:ParseNormalAction param is not deal!
Parser error:in file chars/Iori/iorid.cns at line 1572:token:ampl error:ParseNormalAction param is not deal!
Add state 3270, FFB
Parser error:in file chars/Iori/iorid.cns at line 1582:token:waveform error:ParseNormalAction param is not deal!
Parser error:in file chars/Iori/iorid.cns at line 1583:token:ampl error:ParseNormalAction param is not deal!
AddStateDef 3272
Add state 3272, 1
Add state 3272, 2
Add state 3272, 5
AddStateDef 3273
Add state 3270, 2
Add state 3273, 1
Add state 3273, 5
AddStateDef 3274
Add state 3274, Envshake
Add state 3274, posadd
Add state 3274, 1
Add state 3274, EnvShake
Add state 3274, Var
Add state 3274, 2
Add state 3274, 2
Add state 3274, 2
Add state 3274, 4
Add state 3274, 6
Add state 3274, 8
